anicca.csvApp Name,App Bundle,Platform,Status,Site Creation Date,App Version,SDK Version,Validation Name,Validation Group,Type,Error Description
Anicca,ai.anicca.app.ios,iOS,Production,01/09/2026,1.0.4,Singular/12.10.0,Purchase Receipt Received,Revenue,Warning,"No purchase receipt received. This could indicate fraud. For android, make sure to add the android Licensing Key in the apps page. In iOS, Singular verifies the signaure using Apple's certificate. All apps should include the product SKU identifier and the transaction identifier. Read more in our Help Center: https://support.singular.net/hc/en-us/articles/360035996792-In-App-Purchase-Validation-FAQ"
