"Start Date: Jan 08, 2026"
"End Date: Jan 14, 2026"
Currency: JPY
Time Zone: UTC
""

Campaign ID,Campaign Name,Start Date,End Date,Days Left in Campaign,Status,App Name,Country or Region,Ad Placement,Lifetime Budget,Daily Budget,Spend,Avg CPA (Total),Average CPT,Avg CPM,Avg Daily Spend,Impressions,Taps,Installs (Total),TTR,CR (Total),Pre-Orders Placed (Tap-Through),Pre-Orders Placed (View-Through),Pre-Orders Placed (Total),CR (Tap-Through),New Downloads (Total),Redownloads (Total),Installs (View-Through),Installs (Tap-Through),Avg CPA (Tap-Through),New Downloads (View-Through),Redownloads (View-Through),New Downloads (Tap-Through),Redownloads (Tap-Through)
2143222383,Anicca Discovery,"Jan 14, 2026","Jan 31, 2026",15,RUNNING,AI Habit Coach - Anicca,United States,App Store Search Results,,3000.0,2050.0,1025.0,128.13,939.07,,2183,16,2,0.01,0.13,0,0,0,0.13,2,0,0,2,1025.0,0,0,2,0
"",,N/A,N/A,,,,N/A,N/A,,,2050.0,1025.0,128.13,939.07,,2183,16,2,0.01,0.13,0,0,0,0.13,2,0,0,2,1025.0,0,0,2,0
